datetime,air_temp_ext1,apperture_ext1,air_temp_ib_facade,r_humid_ib_facade,air_temp_ib_roof,r_humid_ib_roof
2022-04-01 18:00:00,25.0,5249.0,28.74,13.82,21.47,21.3
2022-04-01 19:00:00,25.0,5248.0,28.38,14.03,22.09,20.94
2022-04-01 20:00:00,25.0,5248.0,28.02,14.24,22.71,20.57
2022-04-01 21:00:00,25.0,5248.0,27.66,14.46,23.34,20.2
2022-04-01 22:00:00,25.0,5249.0,27.3,14.67,23.96,19.83
2022-04-01 23:00:00,25.0,5249.0,26.94,14.88,24.59,19.47
2022-04-02 00:00:00,24.96,5248.0,26.58,15.09,25.21,19.1
2022-04-02 01:00:00,24.899999999999995,5247.0,26.22,15.31,25.84,18.73
2022-04-02 02:00:00,24.9,5248.0,28.66,17.34,26.46,18.36
2022-04-02 03:00:00,24.88,5247.0,29.1,16.65,27.09,17.99
2022-04-02 04:00:00,24.82,5247.0,29.54,15.96,24.42,17.76
2022-04-02 05:00:00,24.8,5247.0,29.98,15.26,23.84,17.67
2022-04-02 06:00:00,24.8,5247.0,30.42,14.57,23.26,17.58
2022-04-02 07:00:00,24.875,5247.0,30.86,13.88,22.68,17.49
2022-04-02 08:00:00,24.95,5247.0,31.3,13.18,22.1,17.4
2022-04-02 09:00:00,25.0,5248.0,31.74,12.49,21.51,17.31
2022-04-02 10:00:00,25.0,5248.0,32.18,11.8,20.93,17.22
2022-04-02 11:00:00,25.05,5249.0,32.62,11.1,20.35,17.13
2022-04-02 12:00:00,25.175,5250.0,32.19,10.96,19.77,17.04
2022-04-02 13:00:00,25.266666666666666,5250.0,31.82,11.12,19.18,16.94
2022-04-02 14:00:00,25.3,5250.0,31.44,11.29,19.2,17.2
2022-04-02 15:00:00,25.3,5250.0,31.06,11.45,19.85,17.1
2022-04-02 16:00:00,25.3,5250.0,30.68,11.62,20.5,17.0
2022-04-02 17:00:00,25.3,5250.0,30.3,11.78,21.15,16.89
2022-04-02 18:00:00,25.266666666666666,5250.0,29.92,11.95,21.8,16.79
2022-04-02 19:00:00,25.275,5250.0,29.54,12.11,22.46,16.68
2022-04-02 20:00:00,25.3,5250.0,29.16,12.28,23.11,16.58
2022-04-02 21:00:00,25.3,5250.0,28.78,12.45,23.76,16.47
2022-04-02 22:00:00,25.3,5250.0,27.98,12.86,24.41,16.37
2022-04-02 23:00:00,25.3,5250.0,28.73,13.1,25.07,16.26
2022-04-03 00:00:00,25.2,5250.0,29.48,13.34,24.25,15.95
2022-04-03 01:00:00,25.14,5249.0,30.23,13.59,23.69,16.15
2022-04-03 02:00:00,25.1,5249.0,30.98,13.83,23.13,16.36
2022-04-03 03:00:00,25.1,5249.0,31.73,14.07,22.56,16.57
2022-04-03 04:00:00,25.100000000000005,5249.0,32.48,14.32,22.0,16.78
2022-04-03 05:00:00,25.1,5248.0,33.23,14.56,21.43,16.99
2022-04-03 07:00:00,25.1,5249.0,34.73,15.05,20.3,17.41
2022-04-03 08:00:00,25.15,5249.0,35.22,12.73,19.74,17.62
2022-04-03 09:00:00,25.3,5250.0,34.95,12.55,19.17,17.83
2022-04-03 10:00:00,25.333333333333332,5250.0,34.67,12.36,18.63,17.99
2022-04-03 11:00:00,25.45,5250.0,34.39,12.17,19.47,17.76
2022-04-03 12:00:00,25.525,5248.0,34.11,11.98,20.31,17.53
2022-04-03 13:00:00,25.583333333333332,5248.0,33.83,11.8,21.15,17.3
2022-04-03 14:00:00,25.5,5248.0,33.55,11.61,21.99,17.07
2022-04-03 15:00:00,25.54,5248.0,33.27,11.42,22.83,16.83
2022-04-03 16:00:00,25.6,5247.0,32.99,11.23,23.67,16.6
2022-04-03 17:00:00,25.600000000000005,5248.0,32.71,11.04,24.51,16.37
2022-04-03 18:00:00,25.575000000000003,5248.0,29.88,11.21,25.35,16.14
2022-04-03 19:00:00,25.7,5243.0,30.26,11.36,26.19,15.9
2022-04-03 20:00:00,25.6,5242.0,30.65,11.51,25.89,16.19
2022-04-03 21:00:00,25.566666666666666,5242.0,31.04,11.66,25.18,16.34
2022-04-03 22:00:00,25.5,5241.0,31.43,11.81,24.46,16.49
2022-04-03 23:00:00,25.5,5242.0,31.81,11.97,23.74,16.65
2022-04-04 00:00:00,25.5,5242.0,32.2,12.12,23.02,16.8
2022-04-04 01:00:00,25.5,5241.0,32.59,12.27,22.3,16.96
2022-04-04 02:00:00,25.5,5241.0,32.98,12.42,21.58,17.11
2022-04-04 03:00:00,25.419999999999998,5241.0,33.37,12.58,20.86,17.27
2022-04-04 04:00:00,25.38333333333333,5241.0,34.36,10.94,20.14,17.42
2022-04-04 05:00:00,25.3,5240.0,34.61,10.67,19.42,17.58
2022-04-04 06:00:00,25.325,5240.0,34.87,10.39,18.2,16.91
2022-04-04 07:00:00,25.46666666666667,5241.0,35.13,10.11,19.1,17.1
2022-04-04 08:00:00,25.560000000000002,5242.0,35.39,9.84,20.0,17.3
2022-04-04 09:00:00,25.6,5242.0,35.64,9.56,20.91,17.5
2022-04-04 10:00:00,25.639999999999997,5242.0,35.9,9.28,21.81,17.7
2022-04-04 11:00:00,25.6,5242.0,36.16,9.01,22.71,17.89
2022-04-04 12:00:00,25.7,5242.0,36.42,8.73,23.62,18.09
2022-04-04 13:00:00,25.7,5243.0,36.68,8.45,24.52,18.29
2022-04-04 14:00:00,25.8,5242.0,34.98,8.3,25.42,18.49
2022-04-04 15:00:00,25.933333333333334,5238.0,34.59,8.39,26.33,18.69
2022-04-04 16:00:00,25.939999999999998,5236.0,34.19,8.48,27.7,16.81
2022-04-04 17:00:00,25.8,5235.0,33.79,8.57,26.94,16.87
2022-04-04 18:00:00,25.76,5235.0,33.39,8.66,26.18,16.93
2022-04-04 19:00:00,25.7,5235.0,32.99,8.76,25.41,17.0
2022-04-04 20:00:00,25.65,5234.0,32.59,8.85,24.65,17.06
2022-04-04 21:00:00,25.6,5234.0,32.19,8.94,23.89,17.12
2022-04-04 22:00:00,25.6,5234.0,31.79,9.03,23.12,17.19
2022-04-04 23:00:00,25.600000000000005,5234.0,31.39,9.13,22.36,17.25
2022-04-05 00:00:00,25.6,5234.0,31.95,9.11,21.6,17.31
2022-04-05 01:00:00,25.6,5234.0,32.51,8.92,20.83,17.38
2022-04-05 02:00:00,25.600000000000005,5234.0,33.08,8.73,18.11,17.82
2022-04-05 03:00:00,25.5,5233.0,33.65,8.54,18.97,17.72
2022-04-05 04:00:00,25.5,5233.0,34.22,8.35,19.84,17.62
2022-04-05 05:00:00,25.516666666666666,5233.0,34.78,8.16,20.71,17.52
2022-04-05 06:00:00,25.5,5233.0,35.35,7.97,21.57,17.42
2022-04-05 07:00:00,25.560000000000002,5233.0,35.92,7.78,22.44,17.31
2022-04-05 08:00:00,25.580000000000002,5233.0,36.49,7.59,23.31,17.21
2022-04-05 09:00:00,25.6,5233.0,37.06,7.4,24.17,17.11
2022-04-05 10:00:00,25.75,5235.0,37.05,7.61,25.04,17.01
2022-04-05 11:00:00,25.82,5235.0,36.57,7.73,25.91,16.9
2022-04-05 12:00:00,25.9,5236.0,36.09,7.85,29.71,15.26
2022-04-05 13:00:00,25.899999999999995,5236.0,35.61,7.97,29.04,15.49
2022-04-05 14:00:00,26.04,5235.0,35.13,8.09,28.36,15.72
2022-04-05 15:00:00,26.025,5232.0,34.65,8.21,27.69,15.95
2022-04-05 16:00:00,26.0,5232.0,34.17,8.33,27.01,16.18
2022-04-05 17:00:00,25.916666666666668,5231.0,33.69,8.45,26.34,16.41
2022-04-05 18:00:00,25.825,5230.0,33.21,8.57,25.66,16.64
2022-04-05 19:00:00,25.8,5230.0,32.72,8.69,24.99,16.87
2022-04-05 20:00:00,25.825,5230.0,30.76,8.21,24.31,17.1
2022-04-05 21:00:00,25.8,5230.0,31.4,8.43,23.63,17.33
2022-04-05 22:00:00,25.8,5230.0,32.04,8.65,19.58,16.73
2022-04-05 23:00:00,25.8,5230.0,32.69,8.88,20.1,17.3
2022-04-06 00:00:00,25.7,5230.0,33.33,9.1,20.62,17.88
2022-04-06 01:00:00,25.600000000000005,5229.0,33.98,9.32,21.15,18.45
2022-04-06 02:00:00,25.600000000000005,5229.0,34.62,9.55,21.67,19.03
2022-04-06 03:00:00,25.6,5228.0,35.27,9.77,22.19,19.6
2022-04-06 04:00:00,25.6,5229.0,35.91,9.99,22.72,20.18
2022-04-06 05:00:00,25.600000000000005,5228.0,36.56,10.22,23.24,20.75
2022-04-06 06:00:00,25.580000000000002,5229.0,37.36,8.14,23.76,21.33
2022-04-06 07:00:00,25.600000000000005,5228.0,37.09,7.91,24.29,21.91
2022-04-06 08:00:00,25.600000000000005,5229.0,36.81,7.67,30.47,21.27
2022-04-06 09:00:00,25.675,5229.0,36.53,7.44,29.91,20.89
2022-04-06 10:00:00,25.75,5229.0,36.26,7.2,29.34,20.51
2022-04-06 11:00:00,25.833333333333332,5230.0,35.98,6.97,28.77,20.13
2022-04-06 12:00:00,26.133333333333336,5230.0,35.7,6.73,28.2,19.75
2022-04-06 13:00:00,26.366666666666664,5223.0,35.43,6.5,27.64,19.37
2022-04-06 14:00:00,26.7,5216.0,35.15,6.26,27.07,18.99
2022-04-06 15:00:00,26.5,5215.0,34.87,6.02,26.5,18.61
2022-04-06 16:00:00,26.5,5215.0,34.44,6.42,25.93,18.23
2022-04-06 17:00:00,26.225,5213.0,34.07,6.61,25.36,17.84
2022-04-06 18:00:00,26.1,5211.0,33.69,6.8,24.34,18.83
2022-04-06 19:00:00,26.1,5211.0,33.31,6.99,23.9,19.37
2022-04-06 20:00:00,26.166666666666668,5212.0,32.93,7.18,23.45,19.91
2022-04-06 21:00:00,26.166666666666668,5212.0,32.56,7.37,23.0,20.45
2022-04-06 22:00:00,26.1,5211.0,32.18,7.56,22.55,20.99
2022-04-06 23:00:00,26.05,5211.0,31.8,7.75,22.1,21.53
2022-04-07 00:00:00,26.0,5211.0,31.42,7.94,21.65,22.07
2022-04-07 01:00:00,26.0,5211.0,31.04,8.14,21.2,22.61
2022-04-07 02:00:00,25.96,5210.0,34.2,9.66,20.75,23.15
2022-04-07 03:00:00,25.899999999999995,5209.0,34.66,9.17,20.3,23.7
2022-04-07 04:00:00,25.825,5210.0,35.12,8.68,24.29,23.53
2022-04-07 05:00:00,25.8,5209.0,35.59,8.19,25.05,23.15
2022-04-07 06:00:00,25.8,5209.0,36.05,7.7,25.82,22.76
2022-04-07 07:00:00,25.8,5209.0,36.51,7.21,26.59,22.37
2022-04-07 08:00:00,25.8,5209.0,36.98,6.72,27.36,21.98
2022-04-07 09:00:00,25.9,5209.0,37.44,6.23,28.12,21.6
2022-04-07 10:00:00,25.98,5210.0,37.9,5.74,28.89,21.21
2022-04-07 11:00:00,26.05,5211.0,38.37,5.25,29.66,20.82
2022-04-07 12:00:00,26.3,5213.0,37.38,5.51,30.43,20.43
2022-04-07 13:00:00,26.416666666666668,5214.0,36.94,5.78,31.2,20.04
2022-04-07 14:00:00,26.349999999999998,5214.0,36.5,6.06,25.67,20.67
2022-04-07 15:00:00,26.3,5214.0,36.05,6.34,25.16,20.81
2022-04-07 16:00:00,26.3,5214.0,35.61,6.61,24.65,20.96
2022-04-07 17:00:00,26.3,5213.0,35.16,6.89,24.14,21.1
2022-04-07 18:00:00,26.25,5213.0,34.72,7.17,23.63,21.25
2022-04-07 19:00:00,26.225,5212.0,34.27,7.44,23.12,21.39
2022-04-07 20:00:00,26.3,5213.0,33.83,7.72,22.61,21.54
2022-04-07 21:00:00,26.2,5213.0,33.38,8.0,22.1,21.68
2022-04-07 22:00:00,26.139999999999997,5212.0,32.62,7.64,21.59,21.83
2022-04-07 23:00:00,26.100000000000005,5211.0,33.28,7.84,21.07,21.98
2022-04-08 00:00:00,26.100000000000005,5211.0,33.94,8.04,22.66,22.56
2022-04-08 01:00:00,26.1,5211.0,34.6,8.25,23.81,22.1
2022-04-08 02:00:00,26.03333333333333,5211.0,35.26,8.45,24.97,21.64
2022-04-08 03:00:00,26.04,5211.0,35.92,8.66,26.13,21.18
2022-04-08 04:00:00,26.0,5210.0,36.58,8.86,27.29,20.72
2022-04-08 05:00:00,26.0,5211.0,37.24,9.07,28.44,20.26
2022-04-08 06:00:00,26.0,5210.0,37.9,9.27,29.6,19.8
2022-04-08 07:00:00,26.0,5211.0,38.57,9.48,30.76,19.34
2022-04-08 08:00:00,26.0,5211.0,38.78,7.69,31.92,18.88
2022-04-08 09:00:00,26.080000000000002,5211.0,38.42,7.58,33.08,18.41
2022-04-08 10:00:00,26.1,5211.0,38.05,7.47,28.52,20.5
2022-04-08 11:00:00,26.125,5212.0,37.69,7.35,27.77,20.69
2022-04-08 12:00:00,26.2,5211.0,37.32,7.24,27.01,20.89
2022-04-08 13:00:00,26.225,5212.0,36.96,7.13,26.25,21.09
2022-04-08 14:00:00,26.3,5213.0,36.59,7.01,25.49,21.29
2022-04-08 15:00:00,26.3,5213.0,36.23,6.9,24.73,21.48
2022-04-08 16:00:00,26.360000000000003,5213.0,35.86,6.79,23.97,21.68
2022-04-08 17:00:00,26.325,5213.0,35.49,6.67,23.21,21.88
2022-04-08 18:00:00,26.3,5213.0,33.02,7.48,22.45,22.08
2022-04-08 19:00:00,26.3,5212.0,33.49,7.85,21.69,22.28
2022-04-08 20:00:00,26.28,5212.0,33.97,8.22,21.64,24.79
2022-04-08 21:00:00,26.275,5212.0,34.45,8.59,22.51,24.53
2022-04-08 22:00:00,26.3,5213.0,34.93,8.96,23.39,24.27
2022-04-08 23:00:00,26.24,5212.0,35.41,9.33,24.27,24.01
2022-04-09 00:00:00,26.2,5212.0,35.89,9.7,25.15,23.75
2022-04-09 01:00:00,26.183333333333334,5212.0,36.37,10.07,26.03,23.48
2022-04-09 02:00:00,26.100000000000005,5211.0,36.85,10.44,26.91,23.22
2022-04-09 03:00:00,26.1,5211.0,37.33,10.82,27.79,22.96
2022-04-09 04:00:00,26.100000000000005,5211.0,39.38,10.12,28.67,22.7
2022-04-09 05:00:00,26.1,5211.0,39.15,9.7,29.55,22.43
2022-04-09 06:00:00,26.100000000000005,5211.0,38.92,9.27,26.7,23.15
2022-04-09 07:00:00,26.1,5211.0,38.69,8.85,25.9,22.95
2022-04-09 08:00:00,26.100000000000005,5211.0,38.46,8.42,25.1,22.75
2022-04-09 09:00:00,26.2,5211.0,38.22,8.0,24.3,22.55
2022-04-09 10:00:00,26.2,5211.0,37.99,7.57,23.5,22.35
2022-04-09 11:00:00,26.25,5212.0,37.76,7.15,22.7,22.15
2022-04-09 12:00:00,26.3,5212.0,37.53,6.72,21.9,21.95
2022-04-09 13:00:00,26.339999999999996,5213.0,37.29,6.29,21.1,21.75
2022-04-09 14:00:00,26.333333333333332,5212.0,36.97,6.89,20.3,21.55
2022-04-09 15:00:00,26.4,5213.0,36.53,7.56,19.49,21.35
2022-04-09 16:00:00,26.399999999999995,5213.0,36.08,8.24,19.47,20.27
2022-04-09 17:00:00,26.380000000000003,5213.0,35.63,8.91,20.36,20.14
2022-04-09 18:00:00,26.3,5213.0,35.18,9.59,21.25,20.01
2022-04-09 19:00:00,26.3,5213.0,34.73,10.26,22.14,19.87
2022-04-09 20:00:00,26.3,5212.0,34.28,10.94,23.03,19.74
2022-04-09 21:00:00,26.3,5211.0,33.83,11.61,23.92,19.61
2022-04-09 22:00:00,26.28,5212.0,33.38,12.29,24.81,19.47
2022-04-09 23:00:00,26.21666666666667,5212.0,32.93,12.97,25.7,19.34
2022-04-10 00:00:00,26.2,5211.0,33.31,14.57,26.59,19.21
2022-04-10 01:00:00,26.1,5211.0,33.82,14.17,27.48,19.07
2022-04-10 02:00:00,26.100000000000005,5211.0,34.34,13.76,26.53,19.07
2022-04-10 03:00:00,26.100000000000005,5211.0,34.86,13.36,25.75,19.01
2022-04-10 04:00:00,26.1,5211.0,35.38,12.95,24.96,18.94
2022-04-10 05:00:00,26.1,5211.0,35.89,12.55,24.18,18.88
2022-04-10 06:00:00,26.1,5211.0,36.41,12.14,23.39,18.81
2022-04-10 07:00:00,26.1,5211.0,36.93,11.74,22.61,18.75
2022-04-10 08:00:00,26.133333333333336,5211.0,37.45,11.33,21.82,18.68
2022-04-10 09:00:00,26.2,5211.0,37.97,10.92,21.04,18.62
2022-04-10 10:00:00,26.3,5211.0,37.38,9.8,20.25,18.55
2022-04-10 11:00:00,26.400000000000002,5212.0,36.88,10.19,19.46,18.48
2022-04-10 12:00:00,26.5,5208.0,36.37,10.59,18.64,18.17
2022-04-10 13:00:00,26.5,5209.0,35.86,10.98,19.55,17.94
2022-04-10 14:00:00,26.566666666666666,5208.0,35.36,11.38,20.46,17.71
2022-04-10 15:00:00,26.525,5205.0,34.85,11.77,21.37,17.47
2022-04-10 16:00:00,26.5,5205.0,34.34,12.17,22.28,17.24
2022-04-10 17:00:00,26.5,5205.0,33.84,12.56,23.19,17.01
2022-04-10 18:00:00,26.46,5205.0,33.33,12.96,24.1,16.77
2022-04-10 19:00:00,26.399999999999995,5204.0,32.82,13.36,25.01,16.54
2022-04-10 20:00:00,26.4,5204.0,31.38,15.87,25.92,16.31
2022-04-10 21:00:00,26.360000000000003,5204.0,31.84,15.52,26.83,16.07
2022-04-10 22:00:00,26.3,5204.0,32.31,15.16,27.24,16.77
2022-04-10 23:00:00,26.3,5204.0,32.78,14.81,26.42,16.79
2022-04-11 00:00:00,26.3,5203.0,33.25,14.45,25.6,16.82
2022-04-11 01:00:00,26.3,5203.0,33.72,14.1,24.78,16.85
2022-04-11 02:00:00,26.3,5203.0,34.19,13.74,23.96,16.88
2022-04-11 03:00:00,26.2,5203.0,34.66,13.39,23.14,16.9
2022-04-11 04:00:00,26.2,5202.0,35.13,13.03,22.32,16.93
2022-04-11 05:00:00,26.139999999999997,5202.0,35.6,12.67,21.5,16.96
2022-04-11 06:00:00,26.1,5202.0,36.77,12.2,20.68,16.99
2022-04-11 07:00:00,26.133333333333336,5202.0,36.53,11.85,19.86,17.02
2022-04-11 08:00:00,26.266666666666666,5203.0,36.29,11.5,18.84,16.94
2022-04-11 09:00:00,26.3,5203.0,36.05,11.15,19.63,17.0
2022-04-11 10:00:00,26.3,5203.0,35.81,10.8,20.43,17.07
2022-04-11 11:00:00,26.3,5204.0,35.57,10.45,21.23,17.14
2022-04-11 12:00:00,26.4,5204.0,35.33,10.1,22.03,17.21
2022-04-11 13:00:00,26.475,5204.0,35.09,9.75,22.83,17.27
2022-04-11 14:00:00,26.5,5205.0,34.85,9.4,23.63,17.34
2022-04-11 15:00:00,26.5,5204.0,34.61,9.04,24.43,17.41
2022-04-11 16:00:00,26.5,5204.0,33.88,9.78,25.23,17.48
2022-04-11 17:00:00,26.5,5204.0,33.59,10.18,26.03,17.55
2022-04-11 18:00:00,26.5,5204.0,33.29,10.59,26.91,17.12
2022-04-11 19:00:00,26.5,5205.0,33.0,11.0,26.29,17.22
2022-04-11 20:00:00,26.5,5204.0,32.7,11.4,25.67,17.32
2022-04-11 21:00:00,26.439999999999998,5204.0,32.41,11.81,25.05,17.43
2022-04-11 22:00:00,26.366666666666664,5204.0,32.11,12.22,24.43,17.53
2022-04-11 23:00:00,26.3,5204.0,31.82,12.62,23.81,17.64
2022-04-12 00:00:00,26.3,5203.0,31.52,13.03,23.19,17.74
2022-04-12 01:00:00,26.3,5203.0,31.22,13.44,22.57,17.85
2022-04-12 02:00:00,26.266666666666666,5203.0,34.69,13.69,21.95,17.95
2022-04-12 03:00:00,26.25,5203.0,35.04,13.23,21.32,18.06
2022-04-12 04:00:00,26.2,5203.0,35.39,12.77,19.1,18.0
2022-04-12 05:00:00,26.2,5202.0,35.74,12.31,19.75,18.09
2022-04-12 06:00:00,26.11666666666667,5202.0,36.09,11.85,20.41,18.18
2022-04-12 07:00:00,26.2,5203.0,36.44,11.38,21.07,18.27
2022-04-12 08:00:00,26.3,5203.0,36.79,10.92,21.73,18.36
2022-04-12 09:00:00,26.3,5204.0,37.14,10.46,22.39,18.45
2022-04-12 10:00:00,26.32,5204.0,37.49,10.0,23.05,18.54
2022-04-12 11:00:00,26.3,5204.0,37.85,9.53,23.71,18.63
2022-04-12 12:00:00,26.375,5204.0,35.84,8.97,24.37,18.72
2022-04-12 13:00:00,26.366666666666664,5204.0,35.35,9.12,25.03,18.81
2022-04-12 14:00:00,26.399999999999995,5204.0,34.85,9.28,28.0,17.98
2022-04-12 15:00:00,26.4,5204.0,34.35,9.44,27.44,17.75
2022-04-12 16:00:00,26.4,5204.0,33.85,9.59,26.88,17.51
2022-04-12 17:00:00,26.399999999999995,5204.0,33.36,9.75,26.31,17.27
2022-04-12 18:00:00,26.3,5204.0,32.86,9.91,25.75,17.04
2022-04-12 19:00:00,26.3,5204.0,32.36,10.06,25.18,16.8
2022-04-12 20:00:00,26.3,5204.0,31.86,10.22,24.62,16.56
2022-04-12 21:00:00,26.3,5204.0,31.36,10.38,24.05,16.33
2022-04-12 22:00:00,26.233333333333334,5202.0,30.56,13.44,23.49,16.09
2022-04-12 23:00:00,26.2,5202.0,31.09,13.19,22.92,15.85
2022-04-13 00:00:00,26.2,5202.0,31.62,12.93,23.29,16.47
2022-04-13 01:00:00,26.125,5202.0,32.15,12.68,22.84,16.3
2022-04-13 02:00:00,26.1,5202.0,32.68,12.42,22.39,16.13
2022-04-13 03:00:00,26.1,5202.0,33.21,12.17,21.94,15.96
2022-04-13 04:00:00,26.1,5202.0,33.74,11.91,21.49,15.79
2022-04-13 05:00:00,26.1,5202.0,34.27,11.66,21.03,15.62
2022-04-13 06:00:00,26.1,5202.0,34.8,11.4,20.58,15.45
2022-04-13 07:00:00,26.1,5202.0,35.33,11.14,20.13,15.28
2022-04-13 08:00:00,26.183333333333334,5202.0,35.3,10.72,19.68,15.11
2022-04-13 09:00:00,26.2,5202.0,34.79,10.9,19.22,14.94
2022-04-13 10:00:00,26.28333333333333,5203.0,34.28,11.08,28.37,14.04
2022-04-13 11:00:00,26.3,5203.0,33.76,11.26,27.96,13.54
2022-04-13 12:00:00,26.3,5204.0,33.25,11.44,27.54,13.04
2022-04-13 13:00:00,26.3,5204.0,32.73,11.62,27.13,12.54
2022-04-13 14:00:00,26.3,5204.0,32.22,11.8,26.71,12.04
2022-04-13 15:00:00,26.3,5204.0,31.7,11.98,26.3,11.54
2022-04-13 16:00:00,26.3,5204.0,31.19,12.16,25.88,11.04
2022-04-13 17:00:00,26.3,5204.0,30.67,12.34,25.47,10.54
2022-04-13 18:00:00,26.3,5203.0,28.69,12.87,25.05,10.04
2022-04-13 19:00:00,26.3,5204.0,29.18,13.15,24.63,9.54
2022-04-13 20:00:00,26.3,5203.0,29.67,13.44,24.42,12.24
2022-04-13 21:00:00,26.3,5203.0,30.16,13.73,23.86,12.4
2022-04-13 22:00:00,26.2,5203.0,30.65,14.02,23.29,12.56
2022-04-13 23:00:00,26.2,5203.0,31.14,14.3,22.72,12.72
2022-04-14 00:00:00,26.133333333333336,5202.0,31.63,14.59,22.15,12.88
2022-04-14 01:00:00,26.1,5202.0,32.12,14.88,21.58,13.04
2022-04-14 02:00:00,26.100000000000005,5202.0,32.61,15.17,21.01,13.2
2022-04-14 03:00:00,26.100000000000005,5202.0,33.1,15.46,20.44,13.36
2022-04-14 04:00:00,26.100000000000005,5202.0,34.35,14.41,19.87,13.52
2022-04-14 05:00:00,26.100000000000005,5202.0,34.06,14.19,19.3,13.69
2022-04-14 06:00:00,26.1,5202.0,33.76,13.97,23.08,9.19
2022-04-14 07:00:00,26.1,5202.0,33.47,13.75,23.97,9.62
2022-04-14 08:00:00,26.166666666666668,5202.0,33.17,13.53,24.86,10.06
2022-04-14 09:00:00,26.2,5203.0,32.88,13.31,25.76,10.5
2022-04-14 10:00:00,26.3,5202.0,32.58,13.09,26.65,10.94
2022-04-14 11:00:00,26.3,5203.0,32.29,12.87,27.54,11.37
2022-04-14 12:00:00,26.3,5204.0,31.99,12.65,28.44,11.81
2022-04-14 13:00:00,26.3,5204.0,31.69,12.42,29.33,12.25
2022-04-14 14:00:00,26.325,5204.0,31.55,12.69,30.22,12.69
2022-04-14 15:00:00,26.3,5203.0,31.18,13.09,31.12,13.13
2022-04-14 16:00:00,26.3,5204.0,30.81,13.5,26.81,13.28
2022-04-14 17:00:00,26.3,5204.0,30.43,13.9,26.09,13.43
2022-04-14 18:00:00,26.3,5204.0,30.06,14.31,25.37,13.58
2022-04-14 19:00:00,26.3,5204.0,29.69,14.71,24.65,13.74
2022-04-14 20:00:00,26.3,5204.0,29.31,15.12,23.93,13.89
2022-04-14 21:00:00,26.3,5203.0,28.94,15.52,23.21,14.04
2022-04-14 22:00:00,26.3,5203.0,28.57,15.93,22.49,14.2
2022-04-14 23:00:00,26.28,5203.0,28.19,16.34,21.77,14.35
2022-04-15 00:00:00,26.2,5203.0,30.96,17.25,21.05,14.5
2022-04-15 01:00:00,26.18,5202.0,31.33,16.49,20.32,14.66
2022-04-15 02:00:00,26.100000000000005,5202.0,31.7,15.73,21.27,15.27
2022-04-15 03:00:00,26.100000000000005,5202.0,32.07,14.97,22.82,15.01
2022-04-15 04:00:00,26.1,5202.0,32.44,14.21,24.37,14.74
2022-04-15 05:00:00,26.1,5202.0,32.81,13.45,25.92,14.48
2022-04-15 06:00:00,26.1,5202.0,33.18,12.69,27.47,14.21
2022-04-15 07:00:00,26.133333333333336,5202.0,33.55,11.93,29.03,13.95
2022-04-15 08:00:00,26.2,5202.0,33.92,11.17,30.58,13.68
2022-04-15 09:00:00,26.266666666666666,5203.0,34.29,10.41,32.13,13.42
2022-04-15 10:00:00,26.3,5203.0,33.69,11.58,33.68,13.15
2022-04-15 11:00:00,26.3,5204.0,33.21,11.41,35.24,12.88
2022-04-15 12:00:00,26.3,5204.0,32.72,11.23,29.75,12.6
2022-04-15 13:00:00,26.349999999999998,5204.0,32.23,11.05,28.92,12.89
2022-04-15 14:00:00,26.4,5204.0,31.74,10.87,28.09,13.19
2022-04-15 15:00:00,26.399999999999995,5204.0,31.26,10.69,27.25,13.48
2022-04-15 16:00:00,26.399999999999995,5204.0,30.77,10.51,26.42,13.78
2022-04-15 17:00:00,26.4,5203.0,30.28,10.33,25.59,14.07
2022-04-15 18:00:00,26.360000000000003,5204.0,29.79,10.15,24.75,14.37
2022-04-15 19:00:00,26.333333333333332,5204.0,29.3,9.97,23.92,14.66
2022-04-15 20:00:00,26.35,5203.0,28.31,10.61,23.09,14.96
2022-04-15 21:00:00,26.3,5203.0,28.99,10.8,22.25,15.26
2022-04-15 22:00:00,26.3,5203.0,29.68,10.99,22.21,16.53
2022-04-15 23:00:00,26.3,5203.0,30.37,11.18,23.57,16.15
2022-04-16 00:00:00,26.3,5202.0,31.06,11.37,24.93,15.76
2022-04-16 01:00:00,26.26,5202.0,31.75,11.56,26.3,15.38
2022-04-16 02:00:00,26.225,5203.0,32.44,11.75,27.66,14.99
2022-04-16 03:00:00,26.2,5202.0,33.13,11.94,29.02,14.61
2022-04-16 04:00:00,26.2,5202.0,33.82,12.13,30.39,14.22
2022-04-16 05:00:00,26.2,5202.0,34.51,12.32,31.75,13.84
2022-04-16 06:00:00,26.139999999999997,5202.0,35.09,11.63,33.11,13.45
2022-04-16 07:00:00,26.166666666666668,5202.0,34.73,11.28,34.48,13.06
2022-04-16 08:00:00,26.28,5202.0,34.36,10.92,32.17,14.75
2022-04-16 09:00:00,26.3,5203.0,34.0,10.56,31.28,14.91
2022-04-16 10:00:00,26.3,5203.0,33.63,10.2,30.38,15.07
2022-04-16 11:00:00,26.366666666666664,5203.0,33.27,9.85,29.49,15.23
2022-04-16 12:00:00,26.4,5204.0,32.9,9.49,28.59,15.39
2022-04-16 13:00:00,26.46666666666667,5204.0,32.54,9.13,27.7,15.56
2022-04-16 14:00:00,26.5,5199.0,32.17,8.77,26.8,15.72
2022-04-16 15:00:00,26.5,5199.0,31.8,8.41,25.91,15.88
